Model,Training_Rate,Activation,MSE,MAE
cnn,1e-05,relu,6164.4814453125,67.99571228027344
cnn,1e-05,relu,5920.208984375,65.89092254638672
cnn,1e-05,relu,6042.53466796875,67.23606872558594
cnn,1e-05,relu,6224.62451171875,68.25218200683594
cnn,1e-05,relu,6211.07080078125,68.2367935180664
cnn,1e-05,relu,6231.48583984375,68.4040756225586
cnn,1e-05,relu,6047.18359375,67.36360168457031
cnn,1e-05,relu,6234.263671875,68.35874938964844
cnn,1e-05,relu,6252.6279296875,68.509765625
cnn,1e-05,relu,6058.96923828125,67.4604263305664
cnn,1e-05,relu,6252.6279296875,68.509765625
cnn,1e-05,relu,6136.4541015625,67.84485626220703
cnn,1e-05,relu,6199.91650390625,68.0771484375
cnn,1e-05,relu,6100.83349609375,67.4371337890625
cnn,1e-05,relu,6136.6474609375,67.58658599853516
cnn,1e-05,relu,5932.4736328125,66.09050750732422
cnn,1e-05,relu,6239.05322265625,68.39201354980469
cnn,1e-05,relu,6217.40234375,68.29092407226562
cnn,1e-05,relu,6046.2919921875,67.4006576538086
cnn,1e-05,relu,6181.3798828125,68.01249694824219
cnn,1e-05,relu,6171.17578125,68.08826446533203
cnn,1e-05,relu,6222.03466796875,68.34922790527344
cnn,1e-05,relu,6221.02734375,68.33202362060547
cnn,1e-05,relu,6252.6279296875,68.509765625
cnn,1e-05,relu,6186.78173828125,67.99624633789062
cnn,1e-05,relu,6238.630859375,68.43534851074219
cnn,1e-05,relu,6175.17236328125,68.10093688964844
cnn,1e-05,relu,6182.0380859375,67.91017150878906
cnn,1e-05,relu,6252.6279296875,68.509765625
cnn,1e-05,relu,6064.12060546875,67.0542221069336
cnn,1e-05,relu,6224.013671875,68.3396224975586
cnn,1e-05,relu,6252.6279296875,68.509765625
cnn,1e-05,relu,6047.3212890625,66.97797393798828
cnn,1e-05,relu,6107.3203125,67.7661361694336
cnn,1e-05,relu,6251.89697265625,68.5033950805664
cnn,1e-05,relu,6069.1611328125,67.47654724121094
cnn,1e-05,relu,6205.03076171875,68.1299057006836
cnn,1e-05,relu,6229.5654296875,68.26632690429688
cnn,1e-05,relu,6161.12451171875,67.73225402832031
cnn,1e-05,relu,6199.95654296875,68.15719604492188
cnn,1e-05,relu,6016.75634765625,66.76737976074219
cnn,1e-05,relu,6019.66943359375,66.66876983642578
cnn,1e-05,relu,6108.708984375,67.50941467285156
cnn,1e-05,relu,6223.74609375,68.23787689208984
cnn,1e-05,relu,6228.83203125,68.33257293701172
cnn,1e-05,relu,6037.052734375,66.8830337524414
cnn,1e-05,relu,6229.17236328125,68.3102798461914
cnn,1e-05,relu,6088.935546875,67.73725128173828
cnn,1e-05,relu,6211.0107421875,68.23700714111328
cnn,1e-05,relu,6231.0224609375,68.33854675292969
cnn,1e-05,relu,6221.875,68.19017791748047
cnn,1e-05,relu,6178.041015625,68.11323547363281
cnn,1e-05,relu,6155.76123046875,67.82565307617188
cnn,1e-05,relu,6172.83154296875,67.93499755859375
cnn,1e-05,relu,6249.65087890625,68.48950958251953
cnn,1e-05,relu,6208.15478515625,68.1971664428711
cnn,1e-05,relu,6181.62158203125,68.02132415771484
cnn,1e-05,relu,6209.87939453125,68.28395080566406
cnn,1e-05,relu,6160.01513671875,68.10738372802734
cnn,1e-05,relu,6206.72509765625,68.12742614746094
cnn,1e-05,relu,6185.095703125,68.087646484375
cnn,1e-05,relu,6205.0185546875,68.19269561767578
cnn,1e-05,relu,6252.6279296875,68.509765625
cnn,1e-05,relu,6224.40234375,68.2972183227539
cnn,1e-05,relu,6123.55517578125,67.49066162109375
cnn,1e-05,relu,6216.3056640625,68.3570556640625
cnn,1e-05,relu,6231.44287109375,68.39495849609375
cnn,1e-05,relu,6237.44580078125,68.42601013183594
cnn,1e-05,relu,6239.42138671875,68.3977279663086
cnn,1e-05,relu,5959.84716796875,66.66357421875
cnn,1e-05,relu,6229.88671875,68.34530639648438
cnn,1e-05,relu,6208.73291015625,68.16635131835938
cnn,1e-05,relu,6103.25830078125,67.5323486328125
cnn,1e-05,relu,6205.076171875,68.28792572021484
cnn,1e-05,relu,6252.60302734375,68.50953674316406
cnn,1e-05,relu,6100.849609375,67.3379135131836
cnn,1e-05,relu,6069.03369140625,67.26254272460938
cnn,1e-05,relu,6185.9296875,68.19781494140625
cnn,1e-05,relu,5987.12939453125,66.49823760986328
cnn,1e-05,relu,6189.03662109375,68.06055450439453
cnn,1e-05,relu,6066.25146484375,67.05432891845703
cnn,1e-05,relu,6228.5673828125,68.38701629638672
cnn,1e-05,relu,6206.71484375,68.27870178222656
cnn,1e-05,relu,6123.38330078125,67.84909057617188
cnn,1e-05,relu,6154.67626953125,68.00613403320312
cnn,1e-05,relu,6202.88916015625,68.14315795898438
cnn,1e-05,relu,6154.197265625,68.0890121459961
cnn,1e-05,relu,6169.4912109375,68.001953125
cnn,1e-05,relu,6197.2607421875,68.15396118164062
cnn,1e-05,relu,6182.61669921875,67.95335388183594
cnn,1e-06,relu,6138.708984375,67.61536407470703
cnn,1e-06,relu,6224.21728515625,68.37682342529297
cnn,1e-06,relu,6222.02001953125,68.35638427734375
cnn,1e-06,relu,6240.4384765625,68.43515014648438
cnn,1e-06,relu,6251.3603515625,68.50149536132812
cnn,1e-06,relu,6184.9208984375,68.11980438232422
cnn,1e-06,relu,6252.4951171875,68.50846862792969
cnn,1e-06,relu,6151.09130859375,68.04075622558594
cnn,1e-06,relu,6245.7431640625,68.44890594482422
cnn,1e-06,relu,6252.548828125,68.5089340209961
cnn,1e-06,relu,6220.37109375,68.22179412841797
cnn,1e-06,relu,6225.42333984375,68.28553009033203
cnn,1e-06,relu,6233.0791015625,68.3506851196289
cnn,1e-06,relu,6234.4404296875,68.35298156738281
cnn,1e-06,relu,6189.00390625,68.08333587646484
cnn,1e-06,relu,6209.4169921875,68.3221206665039
cnn,1e-06,relu,6252.6279296875,68.509765625
cnn,1e-06,relu,6252.6279296875,68.509765625
cnn,1e-06,relu,6235.3330078125,68.39569091796875
cnn,1e-06,relu,6247.9833984375,68.46142578125
cnn,1e-06,relu,6231.1640625,68.35205841064453
cnn,1e-06,relu,6120.16259765625,67.8016357421875
cnn,1e-06,relu,6153.39990234375,67.86244201660156
cnn,1e-06,relu,6252.5400390625,68.50926971435547
cnn,1e-06,relu,6134.44921875,67.84849548339844
cnn,1e-06,relu,6251.12548828125,68.49861907958984
cnn,1e-06,relu,6209.09716796875,68.14861297607422
cnn,1e-06,relu,6189.94921875,68.00691223144531
cnn,1e-06,relu,6222.40478515625,68.23108673095703
cnn,1e-06,relu,6151.65478515625,68.06028747558594
cnn,1e-06,relu,6251.96484375,68.5048599243164
cnn,1e-06,relu,6240.1123046875,68.39581298828125
cnn,1e-06,relu,6237.236328125,68.39231872558594
cnn,1e-06,relu,6232.509765625,68.4229736328125
cnn,1e-06,relu,6242.337890625,68.43385314941406
cnn,1e-06,relu,6003.18017578125,67.00188446044922
cnn,1e-06,relu,6204.63330078125,68.23662567138672
cnn,1e-06,relu,6203.50634765625,68.1811294555664
cnn,1e-06,relu,6252.6279296875,68.509765625
cnn,1e-06,relu,6250.79736328125,68.49665832519531
cnn,1e-06,relu,6251.51904296875,68.50114440917969
cnn,1e-06,relu,6242.06201171875,68.41979217529297
cnn,1e-06,relu,6136.64697265625,67.76061248779297
cnn,1e-06,relu,6237.7353515625,68.3744125366211
cnn,1e-06,relu,6238.701171875,68.3720703125
cnn,1e-06,relu,6249.76904296875,68.4853515625
cnn,1e-06,relu,6251.814453125,68.50447082519531
cnn,1e-06,relu,6217.5615234375,68.33464050292969
cnn,1e-06,relu,6223.42578125,68.29002380371094
cnn,1e-06,relu,6149.41748046875,68.06946563720703
cnn,1e-06,relu,6217.02734375,68.27721405029297
cnn,1e-06,relu,6164.38916015625,67.9244155883789
cnn,1e-06,relu,6252.60791015625,68.50962829589844
cnn,1e-06,relu,6237.38818359375,68.37825012207031
cnn,1e-06,relu,6172.77685546875,67.97881317138672
cnn,1e-06,relu,6250.75634765625,68.49566650390625
cnn,1e-06,relu,6252.6279296875,68.509765625
cnn,1e-06,relu,6252.62548828125,68.50975799560547
cnn,1e-06,relu,6222.4072265625,68.26475524902344
cnn,1e-06,relu,6238.7509765625,68.42190551757812
cnn,1e-06,relu,6243.96630859375,68.44387817382812
cnn,1e-06,relu,6252.55126953125,68.50914764404297
cnn,1e-06,relu,6143.13232421875,67.96627044677734
cnn,1e-06,relu,6203.1533203125,68.13945770263672
cnn,1e-06,relu,6109.10546875,67.67044067382812
cnn,1e-06,relu,6251.88671875,68.50372314453125
cnn,1e-06,relu,6242.0791015625,68.43146514892578
cnn,1e-06,relu,6250.923828125,68.49766540527344
cnn,1e-06,relu,6244.2646484375,68.4797134399414
cnn,1e-06,relu,6126.0361328125,67.85997009277344
cnn,1e-06,relu,6252.49169921875,68.50846099853516
cnn,1e-06,relu,6212.083984375,68.24296569824219
cnn,1e-06,relu,6214.00830078125,68.3180923461914
cnn,1e-06,relu,6236.64599609375,68.45020294189453
cnn,1e-06,relu,6246.67236328125,68.4644546508789
cnn,1e-06,relu,6252.6279296875,68.509765625
cnn,1e-06,relu,6231.02783203125,68.30628967285156
cnn,1e-06,relu,6245.83544921875,68.4579086303711
cnn,1e-06,relu,6242.390625,68.41896057128906
cnn,1e-06,relu,6238.27587890625,68.42867279052734
cnn,1e-06,relu,6252.6083984375,68.50955200195312
cnn,1e-06,relu,6156.97314453125,67.82467651367188
cnn,1e-06,relu,6230.9853515625,68.33142852783203
cnn,1e-06,relu,6195.228515625,68.11351776123047
cnn,1e-06,relu,6236.37841796875,68.4095687866211
cnn,1e-06,relu,6094.115234375,67.66773223876953
cnn,1e-06,relu,6252.57275390625,68.50922393798828
cnn,1e-06,relu,6199.37841796875,68.1211166381836
cnn,1e-06,relu,6161.88427734375,67.904296875
cnn,1e-06,relu,6157.01416015625,67.93893432617188
cnn,1e-06,relu,6239.7578125,68.41480255126953
cnn,1e-06,relu,6244.97265625,68.46478271484375
cnn,1e-06,relu,6186.3876953125,67.9754409790039
cnn,1e-06,relu,6087.8154296875,67.23980712890625
cnn,1e-06,relu,6210.3671875,68.12196350097656
cnn,1e-06,relu,6129.896484375,67.80583953857422
cnn,1e-06,relu,6170.27685546875,67.90528869628906
cnn,1e-06,relu,6252.42822265625,68.50799560546875
cnn,1e-06,relu,6243.869140625,68.44074249267578
cnn,1e-06,relu,6250.57080078125,68.4926986694336
cnn_global_pool,0.1,relu,502.080078125,14.834403038024902
cnn_global_pool,0.1,relu,423.0726013183594,13.769102096557617
cnn_global_pool,0.1,relu,535.8287353515625,15.13886547088623
cnn_global_pool,0.1,relu,494.8173828125,14.674741744995117
cnn_global_pool,0.1,relu,517.01513671875,14.794419288635254
cnn_global_pool,0.1,relu,453.83941650390625,14.235747337341309
cnn_global_pool,0.1,relu,692.4633178710938,21.380767822265625
cnn_global_pool,0.1,relu,456.1718444824219,15.471630096435547
cnn_global_pool,0.1,relu,6252.6279296875,68.509765625
cnn_global_pool,0.1,relu,640.4559326171875,18.511215209960938
cnn_global_pool,0.1,relu,509.6546630859375,15.840873718261719
cnn_global_pool,0.1,relu,588.4092407226562,17.69904327392578
cnn_global_pool,0.1,relu,527.78466796875,15.529464721679688
cnn_global_pool,0.1,relu,513.912353515625,14.66357707977295
cnn_global_pool,0.1,relu,587.3484497070312,17.749601364135742
cnn_global_pool,0.1,relu,6252.6279296875,68.509765625
cnn_global_pool,0.1,relu,442.8242492675781,15.25978946685791
cnn_global_pool,0.1,relu,788.8126831054688,19.384010314941406
cnn_global_pool,0.1,relu,512.0280151367188,14.794533729553223
cnn_global_pool,0.1,relu,458.3244934082031,14.62966251373291
cnn_global_pool,0.1,relu,478.3240966796875,15.111112594604492
cnn_global_pool,0.1,relu,481.7072448730469,16.90279769897461
cnn_global_pool,0.1,relu,423.91900634765625,13.815651893615723
cnn_global_pool,0.1,relu,459.9788818359375,14.562051773071289
cnn_global_pool,0.1,relu,1233.5504150390625,27.717905044555664
cnn_global_pool,0.1,relu,444.9296875,16.05078125
cnn_global_pool,0.1,relu,477.1989440917969,15.239700317382812
cnn_global_pool,0.1,relu,579.0228271484375,18.745960235595703
cnn_global_pool,0.1,relu,575.729248046875,15.955843925476074
cnn_global_pool,0.1,relu,484.9128723144531,15.965580940246582
cnn_global_pool,0.1,relu,431.566650390625,14.875564575195312
cnn_global_pool,0.1,relu,470.71337890625,14.710323333740234
cnn_global_pool,0.1,relu,481.0792541503906,14.854837417602539
cnn_global_pool,0.1,relu,457.5714416503906,15.167763710021973
cnn_global_pool,0.1,relu,508.8812255859375,16.340639114379883
cnn_global_pool,0.1,relu,6252.6279296875,68.509765625
cnn_global_pool,0.1,relu,592.8222045898438,16.034835815429688
cnn_global_pool,0.1,relu,944.8748779296875,25.732580184936523
cnn_global_pool,0.1,relu,698.6490478515625,21.14073944091797
cnn_global_pool,0.1,relu,702.4495849609375,19.487163543701172
cnn_global_pool,0.1,relu,453.0370788574219,15.57730770111084
cnn_global_pool,0.1,relu,424.2147216796875,14.817113876342773
cnn_global_pool,0.1,relu,6252.6279296875,68.509765625
cnn_global_pool,0.1,relu,686.8619995117188,20.630104064941406
cnn_global_pool,0.1,relu,6252.6279296875,68.509765625
cnn_global_pool,0.1,relu,704.532958984375,19.869722366333008
cnn_global_pool,0.1,relu,501.8117370605469,15.924864768981934
cnn_global_pool,0.1,relu,6252.6279296875,68.509765625
cnn_global_pool,0.1,relu,439.0527648925781,14.413131713867188
cnn_global_pool,0.1,relu,483.4582824707031,16.841524124145508
cnn_global_pool,0.1,relu,775.2725830078125,18.426746368408203
cnn_global_pool,0.1,relu,468.1629333496094,14.103388786315918
cnn_global_pool,0.1,relu,519.0823364257812,14.7064208984375
cnn_global_pool,0.1,relu,434.9617614746094,14.44198226928711
cnn_global_pool,0.1,relu,431.51422119140625,14.356635093688965
cnn_global_pool,0.1,relu,460.01806640625,14.192083358764648
cnn_global_pool,0.1,relu,460.3896789550781,15.109258651733398
cnn_global_pool,0.1,relu,580.5963134765625,15.550768852233887
cnn_global_pool,0.1,relu,468.7120056152344,14.453019142150879
cnn_global_pool,0.1,relu,433.24468994140625,14.750631332397461
cnn_global_pool,0.1,relu,455.1989440917969,14.106192588806152
cnn_global_pool,0.1,relu,540.1856689453125,15.229767799377441
cnn_global_pool,0.1,relu,439.925048828125,15.137048721313477
cnn_global_pool,0.1,relu,581.3944091796875,16.991050720214844
cnn_global_pool,0.1,relu,452.57891845703125,14.222999572753906
cnn_global_pool,0.1,relu,432.3655700683594,14.012984275817871
cnn_global_pool,0.1,relu,656.5159912109375,21.181577682495117
cnn_global_pool,0.1,relu,488.1910095214844,14.647844314575195
cnn_global_pool,0.1,relu,462.6998291015625,15.31467342376709
cnn_global_pool,0.1,relu,435.38043212890625,14.860685348510742
cnn_global_pool,0.1,relu,453.06634521484375,14.358087539672852
cnn_global_pool,0.1,relu,451.2923889160156,14.146953582763672
cnn_global_pool,0.1,relu,509.75360107421875,16.879993438720703
cnn_global_pool,0.1,relu,473.0038757324219,17.008317947387695
cnn_global_pool,0.1,relu,546.7481689453125,16.7300968170166
cnn_global_pool,0.1,relu,440.48370361328125,14.66772747039795
cnn_global_pool,0.1,relu,479.3435974121094,15.638813972473145
cnn_global_pool,0.1,relu,521.239501953125,17.84513282775879
cnn_global_pool,0.1,relu,533.7413940429688,15.884806632995605
cnn_global_pool,0.1,relu,450.16680908203125,15.13054084777832
cnn_global_pool,0.1,relu,453.9100036621094,14.401595115661621
cnn_global_pool,0.1,relu,482.7860107421875,15.036344528198242
cnn_global_pool,0.1,relu,571.5174560546875,15.778512001037598
cnn_global_pool,0.1,relu,470.4124450683594,16.314208984375
cnn_global_pool,0.1,relu,455.245361328125,14.893977165222168
cnn_global_pool,0.1,relu,424.7142639160156,13.964856147766113
cnn_global_pool,0.1,relu,679.291748046875,19.64535903930664
cnn_global_pool,0.1,relu,443.1070861816406,14.16930866241455
cnn_global_pool,0.1,relu,544.1586303710938,15.673171043395996
cnn_global_pool,0.1,relu,648.8433837890625,19.532920837402344
cnn_global_pool,0.1,relu,520.4181518554688,16.238061904907227
cnn_global_pool,0.1,relu,456.9656982421875,14.608285903930664
cnn_global_pool,0.1,relu,503.9610900878906,17.843347549438477
cnn_global_pool,0.1,relu,445.50360107421875,15.137269020080566
cnn_global_pool,0.1,relu,421.5945129394531,15.088179588317871
cnn_global_pool,0.1,relu,452.8706359863281,14.081204414367676
cnn_global_pool,0.1,relu,506.6993713378906,15.278149604797363
cnn_global_pool,0.1,relu,605.0584716796875,16.02167320251465
cnn_global_pool,0.1,relu,465.1730651855469,16.04393768310547
cnn_global_pool,0.1,relu,542.6012573242188,15.708680152893066
cnn_global_pool,0.01,relu,581.1559448242188,17.064430236816406
cnn_global_pool,0.01,relu,482.37884521484375,15.515474319458008
cnn_global_pool,0.01,relu,500.4283142089844,15.039558410644531
cnn_global_pool,0.01,relu,580.1893310546875,16.60178565979004
cnn_global_pool,0.01,relu,1711.276611328125,24.763986587524414
cnn_global_pool,0.01,relu,476.37384033203125,15.770445823669434
cnn_global_pool,0.01,relu,532.9201049804688,16.243059158325195
cnn_global_pool,0.01,relu,494.39129638671875,15.454791069030762
cnn_global_pool,0.01,relu,554.8547973632812,17.051040649414062
cnn_global_pool,0.01,relu,498.0457458496094,15.543124198913574
cnn_global_pool,0.01,relu,551.2899169921875,16.604759216308594
cnn_global_pool,0.01,relu,537.9020385742188,14.98829460144043
cnn_global_pool,0.01,relu,538.3684692382812,16.702516555786133
cnn_global_pool,0.01,relu,491.54498291015625,15.355561256408691
cnn_global_pool,0.01,relu,2022.3658447265625,28.131229400634766
cnn_global_pool,0.01,relu,524.1968994140625,16.329256057739258
cnn_global_pool,0.01,relu,463.423095703125,14.417794227600098
cnn_global_pool,0.01,relu,491.50836181640625,15.095022201538086
cnn_global_pool,0.01,relu,472.4292907714844,14.839046478271484
cnn_global_pool,0.01,relu,484.47198486328125,14.76770305633545
cnn_global_pool,0.01,relu,494.66363525390625,14.920564651489258
cnn_global_pool,0.01,relu,528.5053100585938,15.395275115966797
cnn_global_pool,0.01,relu,6252.6279296875,68.509765625
cnn_global_pool,0.01,relu,481.9866027832031,14.801863670349121
cnn_global_pool,0.01,relu,505.03399658203125,15.462964057922363
cnn_global_pool,0.01,relu,6252.6279296875,68.509765625
cnn_global_pool,0.01,relu,509.0051574707031,14.826281547546387
cnn_global_pool,0.01,relu,6252.6279296875,68.509765625
cnn_global_pool,0.01,relu,529.539306640625,16.917890548706055
cnn_global_pool,0.01,relu,521.927734375,16.356767654418945
cnn_global_pool,0.01,relu,6252.6279296875,68.509765625
cnn_global_pool,0.01,relu,1626.9237060546875,28.400739669799805
cnn_global_pool,0.01,relu,6252.6279296875,68.509765625
cnn_global_pool,0.01,relu,2334.29248046875,38.448570251464844
cnn_global_pool,0.01,relu,504.8731384277344,16.278793334960938
cnn_global_pool,0.01,relu,511.3090515136719,16.028045654296875
cnn_global_pool,0.01,relu,466.2740173339844,15.282840728759766
cnn_global_pool,0.01,relu,465.0479431152344,14.552141189575195
cnn_global_pool,0.01,relu,487.3741760253906,15.11215591430664
cnn_global_pool,0.01,relu,522.1997680664062,15.179834365844727
cnn_global_pool,0.01,relu,484.25201416015625,15.303133010864258
cnn_global_pool,0.01,relu,6252.6279296875,68.509765625
cnn_global_pool,0.01,relu,490.4051513671875,16.667949676513672
cnn_global_pool,0.01,relu,511.4259948730469,15.82950210571289
cnn_global_pool,0.01,relu,519.0108642578125,16.663551330566406
cnn_global_pool,0.01,relu,6252.6279296875,68.509765625
cnn_global_pool,0.01,relu,600.1130981445312,17.327556610107422
cnn_global_pool,0.01,relu,544.9063110351562,16.407426834106445
cnn_global_pool,0.01,relu,512.7487182617188,15.937484741210938
cnn_global_pool,0.01,relu,514.9740600585938,16.35704231262207
cnn_global_pool,0.01,relu,508.6076965332031,16.116954803466797
cnn_global_pool,0.01,relu,710.01611328125,20.472251892089844
cnn_global_pool,0.01,relu,492.7444152832031,15.186473846435547
cnn_global_pool,0.01,relu,516.887451171875,15.399931907653809
cnn_global_pool,0.01,relu,462.8864440917969,15.10176944732666
cnn_global_pool,0.01,relu,479.7642822265625,14.717958450317383
cnn_global_pool,0.01,relu,473.3001708984375,15.147488594055176
cnn_global_pool,0.01,relu,456.0938720703125,14.830388069152832
cnn_global_pool,0.01,relu,530.3121337890625,15.797309875488281
cnn_global_pool,0.01,relu,515.53662109375,15.97284984588623
cnn_global_pool,0.01,relu,500.5114440917969,14.899691581726074
cnn_global_pool,0.01,relu,485.3609313964844,15.377616882324219
cnn_global_pool,0.01,relu,536.2412109375,16.57046890258789
cnn_global_pool,0.01,relu,535.300048828125,16.379478454589844
cnn_global_pool,0.01,relu,1550.71484375,25.019996643066406
cnn_global_pool,0.01,relu,544.6983032226562,16.9700870513916
cnn_global_pool,0.01,relu,747.3256225585938,20.70939826965332
cnn_global_pool,0.01,relu,480.0364074707031,15.651907920837402
cnn_global_pool,0.01,relu,2456.66015625,31.810646057128906
cnn_global_pool,0.01,relu,509.9183044433594,15.686075210571289
cnn_global_pool,0.01,relu,487.7752990722656,15.393674850463867
cnn_global_pool,0.01,relu,597.9342041015625,17.281713485717773
cnn_global_pool,0.01,relu,540.1797485351562,16.25047492980957
cnn_global_pool,0.01,relu,478.339111328125,15.403814315795898
cnn_global_pool,0.01,relu,509.81182861328125,15.594627380371094
cnn_global_pool,0.01,relu,6252.6279296875,68.509765625
cnn_global_pool,0.01,relu,432.3912658691406,15.052727699279785
cnn_global_pool,0.01,relu,487.99786376953125,15.014617919921875
cnn_global_pool,0.01,relu,540.2200317382812,16.106164932250977
cnn_global_pool,0.01,relu,611.86474609375,17.152711868286133
cnn_global_pool,0.01,relu,486.3708801269531,15.157421112060547
cnn_global_pool,0.01,relu,2001.1177978515625,27.66189956665039
cnn_global_pool,0.01,relu,475.4942932128906,15.116368293762207
cnn_global_pool,0.01,relu,454.4207458496094,14.623903274536133
cnn_global_pool,0.01,relu,501.4478454589844,15.65418529510498
cnn_global_pool,0.01,relu,6252.6279296875,68.509765625
cnn_global_pool,0.01,relu,499.59173583984375,15.511664390563965
cnn_global_pool,0.01,relu,494.5989074707031,16.02690887451172
cnn_global_pool,0.01,relu,444.0240173339844,14.303112030029297
cnn_global_pool,0.01,relu,564.8525390625,16.45868682861328
cnn_global_pool,0.01,relu,524.8622436523438,16.074649810791016
cnn_global_pool,0.01,relu,505.9150695800781,15.538784980773926
cnn_global_pool,0.01,relu,501.1324462890625,15.74394416809082
cnn_global_pool,0.01,relu,636.9610595703125,19.39699935913086
cnn_global_pool,0.01,relu,455.2397155761719,14.88631534576416
cnn_global_pool,0.01,relu,497.21173095703125,15.081174850463867
cnn_global_pool,0.01,relu,546.47900390625,16.1740779876709
cnn_global_pool,0.01,relu,444.68121337890625,14.691451072692871
cnn_global_pool,0.01,relu,508.4484558105469,15.24581527709961
cnn_global_pool,0.01,relu,580.4735717773438,15.923864364624023
cnn_global_pool,0.001,relu,6252.6279296875,68.509765625
cnn_global_pool,0.001,relu,1632.1102294921875,30.803604125976562
cnn_global_pool,0.001,relu,770.2500610351562,21.036579132080078
cnn_global_pool,0.001,relu,1676.034423828125,27.188190460205078
cnn_global_pool,0.001,relu,2335.016357421875,34.870384216308594
cnn_global_pool,0.001,relu,668.9071655273438,19.467004776000977
cnn_global_pool,0.001,relu,606.9639892578125,17.997636795043945
cnn_global_pool,0.001,relu,3189.21484375,39.88367462158203
cnn_global_pool,0.001,relu,586.0543823242188,18.230365753173828
cnn_global_pool,0.001,relu,2264.359130859375,37.78211212158203
cnn_global_pool,0.001,relu,1202.204345703125,26.070741653442383
cnn_global_pool,0.001,relu,1567.3486328125,28.652677536010742
cnn_global_pool,0.001,relu,2215.015625,31.575252532958984
cnn_global_pool,0.001,relu,774.9743041992188,20.35211753845215
cnn_global_pool,0.001,relu,769.1524658203125,19.772289276123047
cnn_global_pool,0.001,relu,1319.99365234375,23.999492645263672
cnn_global_pool,0.001,relu,2634.80615234375,37.01911163330078
cnn_global_pool,0.001,relu,1179.177734375,25.576181411743164
cnn_global_pool,0.001,relu,702.64111328125,18.963031768798828
cnn_global_pool,0.001,relu,2996.10595703125,38.76260757446289
cnn_global_pool,0.001,relu,2700.03857421875,35.42417526245117
cnn_global_pool,0.001,relu,745.5416259765625,20.044479370117188
cnn_global_pool,0.001,relu,710.4821166992188,19.333467483520508
cnn_global_pool,0.001,relu,6252.6279296875,68.509765625
cnn_global_pool,0.001,relu,1401.1636962890625,27.382083892822266
cnn_global_pool,0.001,relu,1543.5357666015625,25.456043243408203
cnn_global_pool,0.001,relu,1738.38427734375,30.902929306030273
cnn_global_pool,0.001,relu,2029.1234130859375,34.94741439819336
cnn_global_pool,0.001,relu,4100.28759765625,50.41581344604492
cnn_global_pool,0.001,relu,1353.0799560546875,24.171905517578125
cnn_global_pool,0.001,relu,6252.6279296875,68.509765625
cnn_global_pool,0.001,relu,2409.638671875,41.33784484863281
cnn_global_pool,0.001,relu,1736.716552734375,25.702882766723633
cnn_global_pool,0.001,relu,1629.78857421875,25.65114402770996
cnn_global_pool,0.001,relu,2151.092041015625,37.50048065185547
cnn_global_pool,0.001,relu,2344.365478515625,33.35302734375
cnn_global_pool,0.001,relu,6252.6279296875,68.509765625
cnn_global_pool,0.001,relu,2249.225830078125,37.300594329833984
cnn_global_pool,0.001,relu,3007.998779296875,39.035797119140625
cnn_global_pool,0.001,relu,2208.627685546875,29.967103958129883
cnn_global_pool,0.001,relu,572.46337890625,17.744905471801758
cnn_global_pool,0.001,relu,2392.127197265625,39.04093551635742
cnn_global_pool,0.001,relu,1732.06201171875,29.855344772338867
cnn_global_pool,0.001,relu,2135.328125,35.85871887207031
cnn_global_pool,0.001,relu,6252.6279296875,68.509765625
cnn_global_pool,0.001,relu,2630.999267578125,36.99609375
cnn_global_pool,0.001,relu,2698.220458984375,44.29472732543945
cnn_global_pool,0.001,relu,2374.150634765625,30.709260940551758
cnn_global_pool,0.001,relu,737.2628784179688,20.672569274902344
cnn_global_pool,0.001,relu,2161.28076171875,36.413578033447266
cnn_global_pool,0.001,relu,2995.74609375,39.20387268066406
cnn_global_pool,0.001,relu,6252.6279296875,68.509765625
cnn_global_pool,0.001,relu,1851.7864990234375,31.31778907775879
cnn_global_pool,0.001,relu,1754.1915283203125,28.935258865356445
cnn_global_pool,0.001,relu,1626.7655029296875,29.62239646911621
cnn_global_pool,0.001,relu,2237.829345703125,29.594026565551758
cnn_global_pool,0.001,relu,2777.435302734375,36.0732307434082
cnn_global_pool,0.001,relu,6252.6279296875,68.509765625
cnn_global_pool,0.001,relu,6252.6279296875,68.509765625
cnn_global_pool,0.001,relu,1907.0863037109375,29.393125534057617
cnn_global_pool,0.001,relu,1630.5042724609375,26.056541442871094
cnn_global_pool,0.001,relu,765.8866577148438,20.032657623291016
cnn_global_pool,0.001,relu,2158.185302734375,34.81778335571289
cnn_global_pool,0.001,relu,1481.7264404296875,28.848134994506836
cnn_global_pool,0.001,relu,1480.1060791015625,24.970041275024414
cnn_global_pool,0.001,relu,2143.680908203125,37.628379821777344
cnn_global_pool,0.001,relu,6252.6279296875,68.509765625
cnn_global_pool,0.001,relu,2333.875244140625,33.365333557128906
cnn_global_pool,0.001,relu,1468.487060546875,25.76178741455078
cnn_global_pool,0.001,relu,833.5317993164062,20.432109832763672
cnn_global_pool,0.001,relu,2479.803955078125,41.45638656616211
cnn_global_pool,0.001,relu,1919.3992919921875,30.332483291625977
cnn_global_pool,0.001,relu,836.3132934570312,20.423341751098633
cnn_global_pool,0.001,relu,2024.802490234375,27.63517951965332
cnn_global_pool,0.001,relu,6252.6279296875,68.509765625
